#T, c, x
1.0  0.027052236265660667  0.001824316855945085 -1.9968071093749986 0.9991830468749998
1.2  0.069303356499321  0.006403458135106159 -1.9884414843750002 0.9969611718749996
1.4  0.14391598733877756  0.01604318394182006 -1.9675060156250004 0.9913087109375002
1.6  0.25679372727055444  0.04350178246852909 -1.929221171874997 0.9798049218749999
1.8  0.46121386400456305  0.17388448648239554 -1.857259375000002 0.9547642968750002
2.0  0.7231485746235791  23.25071672026715 -1.7477878124999982 0.3419268359374999
2.2  1.0635202607822103  20.24193848728676 -1.56892953125 0.10401945312499984
2.4000000000000004  1.1940950507324242  13.864963085912713 -1.3419657031249985 -0.07558191406250005
2.6  0.9450542967893958  8.843722811334697 -1.1235202343750001 -0.01816972656250004
2.8  0.6739696759306728  5.5624164037946375 -0.9611797656250001 0.010371875000000008
3.0  0.4948271766489138  3.6984445913666693 -0.8452146093750001 0.0012537499999999658
3.2  0.38213432368758077  2.72681338125781 -0.7631392187500009 0.00037937500000000346
3.4000000000000004  0.29095100615236563  1.966041563169923 -0.6952872656250015 0.008516640625
3.6  0.24235240811966  1.5802804116736127 -0.6441044531250002 -0.002695624999999991
3.8000000000000003  0.19762845937389276  1.2610509890098407 -0.592601484375 -0.0009924609375000061
4.0  0.1782525356130602  1.0927200122339853 -0.5594935156250003 0.004915468749999993
