#T, c, x
1.0  0.02505564197502963  0.0018445799496333848 -1.9970487499999994 0.9992301562499997
1.2  0.06587793532883228  0.005645707036506428 -1.9887028124999993 0.997066874999999
1.4  0.14300398397637665  0.016534104338995652 -1.9681093750000003 -0.9914051562500014
1.6  0.26108769775144697  9.193347775000005 -1.9284368750000005 -0.21085000000000004
1.8  0.42185168414300406  8.021562632329642 -1.8589278125 0.1555835937499996
2.0  0.6114921910933475  6.945447540461713 -1.7549528124999996 -0.012797812500000005
2.2  0.7609303150503804  5.735409424246979 -1.616153124999999 0.03529359374999999
2.4000000000000004  0.797446433333061  4.727274305289069 -1.4732403124999995 -0.013054375000000009
2.6  0.7920885497004503  3.75389713002269 -1.300461249999999 0.011537031250000019
2.8  0.7103236004265002  2.9932620949196433 -1.1478281249999995 0.008078750000000003
3.0  0.6042370662845499  2.408811573556122 -1.0194215624999992 -0.015278593750000003
3.2  0.49935738358825404  1.94865068982373 -0.9043581250000007 0.0016940624999999966
3.4000000000000004  0.41847210764367887  1.6294436516429218 -0.8206415625000002 0.004560937500000005
3.6  0.3469197051117614  1.358120756853733 -0.7418246874999999 0.006577187500000001
3.8000000000000003  0.28722092240997255  1.1602700268987465 -0.6819949999999999 -0.0039957812499999985
4.0  0.23855450561523384  0.9811561897889661 -0.6207031250000002 0.01153609375
