0.007762	0.000000
0.023285	0.000000
0.038809	0.000000
0.054332	0.000000
0.069856	0.000000
0.085380	0.000000
0.100903	0.000000
0.116427	0.000000
0.131950	0.000000
0.147474	0.000000
0.162997	0.000000
0.178521	0.000000
0.194045	0.000000
0.209568	0.000000
0.225092	0.000000
0.240615	0.000000
0.256139	0.000000
0.271662	0.000000
0.287186	0.000000
0.302709	0.000000
0.318233	0.000000
0.333757	0.000000
0.349280	0.000000
0.364804	0.000000
0.380327	0.000000
0.395851	0.000000
0.411374	0.000000
0.426898	0.000000
0.442422	0.000000
0.457945	0.000000
0.473469	0.000000
0.488992	0.000000
0.504516	0.000000
0.520039	0.000000
0.535563	0.000000
0.551086	0.000000
0.566610	0.000000
0.582134	0.000000
0.597657	0.000000
0.613181	0.000000
0.628704	0.000000
0.644228	0.000000
0.659751	0.000000
0.675275	0.000000
0.690799	0.000000
0.706322	0.000000
0.721846	0.000000
0.737369	0.000000
0.752893	0.000000
0.768416	0.000000
0.783940	0.000000
0.799463	0.000000
0.814987	0.000000
0.830511	0.000000
0.846034	0.000000
0.861558	0.000000
0.877081	0.000000
0.892605	0.000000
0.908128	0.000000
0.923652	0.000000
0.939176	0.000000
0.954699	0.000000
0.970223	0.000000
0.985746	0.000000
1.001270	0.000000
1.016793	0.000000
1.032317	0.000361
1.047840	0.001964
1.063364	0.007184
1.078888	0.023143
1.094411	0.039980
1.109935	0.053809
1.125458	0.052676
1.140982	0.048942
1.156505	0.023435
1.172029	0.011180
1.187553	0.004025
1.203076	0.000977
1.218600	0.000027
1.234123	0.000000
1.249647	0.000000
1.265170	0.000000
1.280694	0.000000
1.296217	0.000000
1.311741	0.000000
1.327265	0.000000
1.342788	0.000000
1.358312	0.000000
1.373835	0.000000
1.389359	0.000000
1.404882	0.000000
1.420406	0.000000
1.435929	0.000000
1.451453	0.000000
1.466977	0.000000
1.482500	0.000000
1.498024	0.000000
1.513547	0.000000
1.529071	0.000000
1.544594	0.000000
1.560118	0.000000
1.575642	0.000000
1.591165	0.000000
1.606689	0.000000
1.622212	0.000000
1.637736	0.000000
1.653259	0.000000
1.668783	0.000000
1.684306	0.000000
1.699830	0.000000
1.715354	0.000000
1.730877	0.000000
1.746401	0.000000
1.761924	0.000000
1.777448	0.000000
1.792971	0.000000
1.808495	0.000000
1.824019	0.000000
1.839542	0.000000
1.855066	0.000293
1.870589	0.002330
1.886113	0.007755
1.901636	0.013844
1.917160	0.023205
1.932683	0.029080
1.948207	0.031499
1.963731	0.023786
1.979254	0.013153
1.994778	0.006531
2.010301	0.002590
2.025825	0.000259
2.041348	0.000202
2.056872	0.000007
2.072396	0.000000
2.087919	0.000000
2.103443	0.000000
2.118966	0.000000
2.134490	0.000181
2.150013	0.000276
2.165537	0.001382
2.181060	0.003832
2.196584	0.010241
2.212108	0.020342
2.227631	0.021211
2.243155	0.024850
2.258678	0.026164
2.274202	0.014626
2.289725	0.006575
2.305249	0.002825
2.320773	0.001009
2.336296	0.000323
2.351820	0.000000
2.367343	0.000000
2.382867	0.000000
2.398390	0.000000
2.413914	0.000000
2.429437	0.000000
2.444961	0.000000
2.460485	0.000000
2.476008	0.000000
2.491532	0.000000
2.507055	0.000000
2.522579	0.000000
2.538102	0.000000
2.553626	0.000000
2.569150	0.000000
2.584673	0.000000
2.600197	0.000000
2.615720	0.000000
2.631244	0.000000
2.646767	0.000000
2.662291	0.000000
2.677814	0.000000
2.693338	0.000000
2.708862	0.000000
2.724385	0.000000
2.739909	0.000000
2.755432	0.000000
2.770956	0.000000
2.786479	0.000000
2.802003	0.000000
2.817527	0.000000
2.833050	0.000000
2.848574	0.000000
2.864097	0.000277
2.879621	0.001576
2.895144	0.003544
2.910668	0.008276
2.926191	0.019780
2.941715	0.028857
2.957239	0.040156
2.972762	0.041379
2.988286	0.028705
3.003809	0.018459
3.019333	0.007518
