0.280079	0.485111
0.840237	1.455334
0.280079	2.425557
0.840237	3.395779
0.280079	4.366002
0.840237	5.336224
0.280079	6.306447
0.840237	7.276670
0.280079	8.246892
0.840237	9.217115
0.280079	10.187338
0.840237	11.157560
0.280079	12.127783
0.840237	13.098006
0.280079	14.068228
0.840237	15.038451
1.400396	0.485111
1.960554	1.455334
1.400396	2.425557
1.960554	3.395779
1.400396	4.366002
1.960554	5.336224
1.400396	6.306447
1.960554	7.276670
1.400396	8.246892
1.960554	9.217115
1.400396	10.187338
1.960554	11.157560
1.400396	12.127783
1.960554	13.098006
1.400396	14.068228
1.960554	15.038451
2.520712	0.485111
3.080871	1.455334
2.520712	2.425557
3.080871	3.395779
2.520712	4.366002
3.080871	5.336224
2.520712	6.306447
3.080871	7.276670
2.520712	8.246892
3.080871	9.217115
2.520712	10.187338
3.080871	11.157560
2.520712	12.127783
3.080871	13.098006
2.520712	14.068228
3.080871	15.038451
3.641029	0.485111
4.201187	1.455334
3.641029	2.425557
4.201187	3.395779
3.641029	4.366002
4.201187	5.336224
3.641029	6.306447
4.201187	7.276670
3.641029	8.246892
4.201187	9.217115
3.641029	10.187338
4.201187	11.157560
3.641029	12.127783
4.201187	13.098006
3.641029	14.068228
4.201187	15.038451
4.761346	0.485111
5.321504	1.455334
4.761346	2.425557
5.321504	3.395779
4.761346	4.366002
5.321504	5.336224
4.761346	6.306447
5.321504	7.276670
4.761346	8.246892
5.321504	9.217115
4.761346	10.187338
5.321504	11.157560
4.761346	12.127783
5.321504	13.098006
4.761346	14.068228
5.321504	15.038451
5.881662	0.485111
6.441820	1.455334
5.881662	2.425557
6.441820	3.395779
5.881662	4.366002
6.441820	5.336224
5.881662	6.306447
6.441820	7.276670
5.881662	8.246892
6.441820	9.217115
5.881662	10.187338
6.441820	11.157560
5.881662	12.127783
6.441820	13.098006
5.881662	14.068228
6.441820	15.038451
7.001979	0.485111
7.562137	1.455334
7.001979	2.425557
7.562137	3.395779
7.001979	4.366002
7.562137	5.336224
7.001979	6.306447
7.562137	7.276670
7.001979	8.246892
7.562137	9.217115
7.001979	10.187338
7.562137	11.157560
7.001979	12.127783
7.562137	13.098006
7.001979	14.068228
7.562137	15.038451
8.122295	0.485111
8.682454	1.455334
8.122295	2.425557
8.682454	3.395779
8.122295	4.366002
8.682454	5.336224
8.122295	6.306447
8.682454	7.276670
8.122295	8.246892
8.682454	9.217115
8.122295	10.187338
8.682454	11.157560
8.122295	12.127783
8.682454	13.098006
8.122295	14.068228
8.682454	15.038451
9.242612	0.485111
9.802770	1.455334
9.242612	2.425557
9.802770	3.395779
9.242612	4.366002
9.802770	5.336224
9.242612	6.306447
9.802770	7.276670
9.242612	8.246892
9.802770	9.217115
9.242612	10.187338
9.802770	11.157560
9.242612	12.127783
9.802770	13.098006
9.242612	14.068228
9.802770	15.038451
10.362929	0.485111
10.923087	1.455334
10.362929	2.425557
10.923087	3.395779
10.362929	4.366002
10.923087	5.336224
10.362929	6.306447
10.923087	7.276670
10.362929	8.246892
10.923087	9.217115
10.362929	10.187338
10.923087	11.157560
10.362929	12.127783
10.923087	13.098006
10.362929	14.068228
10.923087	15.038451
11.483245	0.485111
12.043403	1.455334
11.483245	2.425557
12.043403	3.395779
11.483245	4.366002
12.043403	5.336224
11.483245	6.306447
12.043403	7.276670
11.483245	8.246892
12.043403	9.217115
11.483245	10.187338
12.043403	11.157560
11.483245	12.127783
12.043403	13.098006
11.483245	14.068228
12.043403	15.038451
12.603562	0.485111
13.163720	1.455334
12.603562	2.425557
13.163720	3.395779
12.603562	4.366002
13.163720	5.336224
12.603562	6.306447
13.163720	7.276670
12.603562	8.246892
13.163720	9.217115
12.603562	10.187338
13.163720	11.157560
12.603562	12.127783
13.163720	13.098006
12.603562	14.068228
13.163720	15.038451
13.723878	0.485111
14.284037	1.455334
13.723878	2.425557
14.284037	3.395779
13.723878	4.366002
14.284037	5.336224
13.723878	6.306447
14.284037	7.276670
13.723878	8.246892
14.284037	9.217115
13.723878	10.187338
14.284037	11.157560
13.723878	12.127783
14.284037	13.098006
13.723878	14.068228
14.284037	15.038451
14.844195	0.485111
15.404353	1.455334
14.844195	2.425557
15.404353	3.395779
14.844195	4.366002
15.404353	5.336224
14.844195	6.306447
15.404353	7.276670
14.844195	8.246892
15.404353	9.217115
14.844195	10.187338
15.404353	11.157560
14.844195	12.127783
15.404353	13.098006
14.844195	14.068228
15.404353	15.038451
